# ID  RA  DEC  [Fe/H]_K  [Fe/H]_K_e  K_mean  N_ep  Period  A_tot  C_phi  S/N    
  829  17:20:19.26  -31:17:47.5  -1.316  0.027  14.185    56  0.538760  0.256  0.932  51.6
  830  17:20:20.13  -34:46:22.4  -1.223  0.192  14.761    62  0.438388  0.312  0.944  86.2
  832  17:20:22.82  -33:06:46.5  -1.376  0.048  15.077    69  0.699169  0.148  0.924  45.9
  833  17:20:23.09  -33:46:50.0  -1.330  0.025  15.374    69  0.528049  0.354  0.925  59.0
  834  17:20:24.28  -31:57:55.1  -1.396  0.072  15.183   103  0.444263  0.276  0.928  59.2
  837  17:20:26.47  -33:40:53.4  -1.526  0.037  15.778    69  0.598247  0.402  0.951  57.8
  838  17:20:27.06  -32:56:13.4  -1.778  0.053  14.946    67  0.610176  0.315  0.927  95.4
  839  17:20:27.35  -34:25:18.7  -0.614  0.033  15.436    66  0.466973  0.302  0.948  61.2
  841  17:20:28.57  -31:08:30.2  -0.998  0.103  14.015    69  0.557290  0.208  0.930  78.9
  842  17:20:28.69  -35:20:58.2  -1.536  0.021  14.036    66  0.609730  0.280  0.925  113.8
  843  17:20:29.69  -30:57:51.1  -0.306  0.053  15.058    70  0.454342  0.283  0.929  82.6
  844  17:20:29.76  -35:37:54.1  -1.964  0.047  15.154    60  0.652528  0.321  0.927  75.2
  846  17:20:30.57  -32:52:43.7  -1.489  0.028  14.627    69  0.600371  0.209  0.933  48.0
  858  17:20:35.57  -33:51:43.7  -1.493  0.032  15.100   137  0.542660  0.322  0.943  78.4
  859  17:20:35.66  -34:16:18.5  -1.446  0.024  14.621    66  0.469892  0.263  0.937  82.2
  860  17:20:36.01  -31:31:45.0  -1.213  0.021  14.916    67  0.602053  0.249  0.886  87.1
  862  17:20:36.20  -34:24:09.9  -1.237  0.085  15.282    62  0.511375  0.306  0.942  84.0
  863  17:20:36.54  -34:36:56.0  -1.383  0.113  15.018    66  0.473909  0.190  0.939  61.9
  866  17:20:37.14  -34:15:53.1  -1.313  0.040  14.535    66  0.625162  0.149  0.929  62.8
  867  17:20:37.46  -35:11:36.9  -1.355  0.033  15.419    66  0.463964  0.388  0.939  85.9
  868  17:20:37.87  -32:00:56.2  -1.725  0.029  14.653   121  0.579709  0.301  0.919  104.2
  869  17:20:38.48  -35:01:57.5  -1.888  0.050  14.653    66  0.630027  0.303  0.924  92.0
  870  17:20:39.00  -32:08:31.6  -0.809  0.090  15.085    69  0.476966  0.393  0.886  101.2
  871  17:20:39.51  -34:54:59.2  -2.302  0.056  14.773    64  0.812519  0.317  0.944  139.1
  872  17:20:40.03  -30:37:01.9  -1.368  0.043  13.913    70  0.463614  0.291  0.924  139.8
  873  17:20:40.76  -31:17:03.2  -1.387  0.020  14.813    69  0.542380  0.289  0.903  123.0
  874  17:20:40.90  -31:55:11.2  -1.457  0.050  15.033   134  0.615222  0.253  0.959  50.6
  875  17:20:40.98  -37:02:22.5  -1.540  0.023  13.104    68  0.616542  0.295  0.941  180.7
  876  17:20:41.34  -37:23:36.2  -1.849  0.063  15.573    48  0.653677  0.337  0.932  53.7
  878  17:20:44.37  -31:38:42.1  -1.344  0.045  14.793    70  0.616228  0.280  0.951  88.4
  879  17:20:46.86  -31:18:15.3  -1.437  0.185  15.751    69  0.516706  0.265  0.927  38.3
  880  17:20:47.00  -31:11:56.9  -1.230  0.033  15.274    70  0.602112  0.211  0.927  52.8
  881  17:20:47.13  -34:40:05.7  -1.834  0.045  14.828    64  0.662635  0.278  0.945  58.9
  882  17:20:47.27  -32:36:00.6  -2.243  0.123  14.749    45  0.856977  0.274  0.928  46.0
  883  17:20:47.67  -35:46:18.0  -1.165  0.064  14.164   134  0.595473  0.241  0.959  102.6
  884  17:20:48.84  -31:28:16.3  -1.374  0.095  14.356    70  0.458574  0.281  0.944  127.3
  885  17:20:48.90  -31:41:03.1  -1.377  0.030  14.828    69  0.460832  0.315  0.933  70.9
  886  17:20:49.24  -31:17:08.5  -1.814  0.048  14.558    70  0.771574  0.257  0.940  115.0
  891  17:20:51.32  -32:03:54.3  -1.425  0.033  15.097    68  0.593639  0.247  0.955  60.8
  892  17:20:52.64  -34:00:53.5  -1.546  0.034  14.658    66  0.643673  0.288  0.951  95.2
  894  17:20:53.08  -31:30:41.1  -1.077  0.152  14.879    70  0.522261  0.220  0.928  62.6
  895  17:20:53.63  -31:35:37.4  -0.586  0.111  15.691    57  0.390774  0.445  0.938  74.1
  896  17:20:53.79  -34:52:27.8  -1.292  0.024  15.470    59  0.518751  0.366  0.932  89.3
  897  17:20:53.92  -31:38:33.6  -1.501  0.032  14.243    70  0.522728  0.264  0.946  85.1
  898  17:20:54.66  -32:36:44.6  -0.996  0.154  14.867    69  0.498064  0.215  0.874  63.8
  899  17:20:55.70  -33:46:35.0  -1.535  0.028  15.302   119  0.524240  0.312  0.951  65.2
  901  17:20:55.74  -34:23:01.4  -1.338  0.027  15.683    65  0.507594  0.296  0.919  56.7
  904  17:20:57.18  -35:27:01.3  -1.644  0.121  15.451    66  0.635122  0.287  0.929  50.3
  907  17:20:58.28  -35:07:02.3  -0.524  0.057  15.673    43  0.472290  0.232  0.908  50.6
  908  17:20:59.07  -33:15:54.2  -2.326  0.101  15.240    69  0.849948  0.307  0.955  60.2
  911  17:21:01.61  -33:17:46.0  -0.848  0.136  15.997    69  0.464679  0.242  0.940  40.8
  913  17:21:02.40  -34:02:15.5  -0.702  0.108  14.732    66  0.512134  0.215  0.924  53.2
  914  17:21:03.08  -31:38:36.9  -1.132  0.069  14.549    69  0.560633  0.236  0.932  64.6
  916  17:21:06.26  -36:16:58.4  -1.592  0.060  15.526    56  0.560624  0.214  0.938  47.0
  917  17:21:06.47  -33:20:36.9  -1.430  0.041  14.760    69  0.455601  0.396  0.904  123.2
  918  17:21:06.78  -35:06:37.0  -1.346  0.033  14.927    62  0.478462  0.383  0.909  121.5
  919  17:21:07.72  -36:15:52.7  -1.356  0.027  14.521    67  0.601640  0.237  0.936  116.0
  920  17:21:07.97  -35:21:20.6  -0.658  0.092  15.461    66  0.425036  0.393  0.922  86.1
  922  17:21:08.41  -31:24:41.8  -1.278  0.033  14.510    70  0.569465  0.264  0.952  96.8
  923  17:21:09.01  -32:08:30.8  -1.740  0.056  14.757    69  0.575018  0.277  0.925  99.7
  924  17:21:09.42  -31:03:32.8  -1.669  0.057  15.286    70  0.704714  0.252  0.908  62.1
  925  17:21:09.43  -33:06:31.8  -2.331  0.074  14.576    69  0.841926  0.271  0.930  108.8
  926  17:21:09.74  -32:51:09.1  -1.796  0.097  14.998    69  0.703120  0.302  0.926  74.8
  928  17:21:11.70  -32:44:28.5  -1.320  0.029  14.968    69  0.518398  0.316  0.958  93.1
  929  17:21:11.73  -32:54:59.0  -1.212  0.059  15.469    69  0.476811  0.390  0.934  83.6
  930  17:21:12.63  -33:44:05.7  -1.301  0.026  15.240   126  0.526265  0.318  0.935  78.6
  932  17:21:13.63  -31:47:56.2  -1.300  0.031  14.600   135  0.535479  0.348  0.946  123.9
  934  17:21:14.98  -31:39:10.3  -1.517  0.036  14.622    69  0.684059  0.205  0.927  73.9
  935  17:21:16.38  -31:09:33.6  -1.258  0.023  15.040    70  0.533727  0.309  0.919  85.7
  936  17:21:16.52  -33:07:44.2  -1.293  0.044  15.357    68  0.548514  0.314  0.940  64.6
  938  17:21:17.62  -36:58:04.1  -1.404  0.059  15.436    66  0.592852  0.416  0.933  77.7
  940  17:21:18.46  -33:22:49.2  -1.487  0.030  15.114    68  0.653495  0.294  0.939  91.7
  941  17:21:19.51  -37:01:05.7  -0.348  0.053  14.290    67  0.396257  0.223  0.939  65.4
  942  17:21:20.31  -34:31:51.7  -1.453  0.029  15.630    65  0.585592  0.324  0.929  53.1
  943  17:21:20.80  -35:10:07.7  -1.361  0.059  15.457    57  0.522626  0.224  0.899  50.0
  944  17:21:21.51  -33:39:09.2  -1.951  0.052  13.884    92  0.717505  0.220  0.949  109.1
  945  17:21:22.17  -31:21:52.8  -1.407  0.062  14.801    70  0.647470  0.192  0.925  42.5
  947  17:21:22.69  -37:08:12.5  -1.726  0.073  15.410    52  0.558092  0.367  0.923  66.7
  949  17:21:23.00  -31:17:20.1  -1.626  0.082  14.749    70  0.552411  0.237  0.940  80.6
  952  17:21:24.51  -34:41:44.1  -1.103  0.130  15.527    65  0.497408  0.278  0.944  46.8
  954  17:21:26.63  -33:40:52.8  -2.099  0.053  14.127   136  0.904188  0.238  0.974  97.9
  956  17:21:28.49  -33:39:59.4  -1.461  0.025  15.308   132  0.538316  0.382  0.954  71.0
  957  17:21:28.85  -35:07:53.3  -2.284  0.059  14.811    66  0.945151  0.204  0.938  63.6
  959  17:21:30.29  -31:57:12.0  -0.616  0.077  15.764    67  0.383325  0.297  0.937  51.0
  962  17:21:31.75  -32:06:04.7  -1.220  0.016  13.711    69  0.572930  0.270  0.938  98.4
  970  17:21:36.79  -34:42:45.9  -1.536  0.077  15.598    64  0.543018  0.367  0.919  81.3
  971  17:21:37.75  -32:51:49.9  -1.478  0.021  14.811    69  0.558841  0.333  0.929  102.6
  973  17:21:38.42  -36:35:51.9  -1.410  0.027  15.505    64  0.519187  0.306  0.916  63.7
  974  17:21:39.83  -36:05:44.3  -1.512  0.028  15.384    62  0.574547  0.351  0.927  83.1
  977  17:21:43.14  -35:19:02.5  -1.794  0.075  15.071    61  0.753722  0.267  0.901  55.0
  979  17:21:44.41  -33:27:42.9  -0.865  0.121  15.887   137  0.426182  0.329  0.967  70.9
  982  17:21:45.99  -34:03:13.7  -1.477  0.039  14.363    80  0.640449  0.296  0.953  74.3
  984  17:21:48.34  -35:34:49.2  -1.514  0.039  15.380    66  0.546190  0.344  0.947  62.0
  985  17:21:48.83  -33:13:56.9  -1.537  0.106  15.008    44  0.570963  0.265  0.888  75.5
  986  17:21:50.21  -31:56:12.5  -0.734  0.164  14.848    68  0.503276  0.242  0.932  62.8
  988  17:21:50.71  -33:00:39.5  -1.235  0.064  14.974    69  0.543505  0.332  0.917  68.5
  992  17:21:52.66  -33:10:06.1  -1.265  0.061  14.821    69  0.622811  0.166  0.950  60.2
  994  17:21:55.30  -32:07:27.9  -1.456  0.032  14.980    69  0.513509  0.384  0.931  101.8
  995  17:21:56.28  -31:22:41.2  -1.347  0.030  14.832    68  0.527457  0.304  0.930  87.3
  996  17:21:56.41  -31:04:23.9  -1.309  0.025  14.634    70  0.587801  0.240  0.945  81.9
  997  17:21:56.46  -35:33:18.0  -1.514  0.034  15.454    66  0.630771  0.363  0.933  82.0
  998  17:21:56.47  -33:32:20.4  -1.386  0.024  14.759   134  0.471477  0.351  0.967  92.2
 1003  17:21:58.11  -33:55:25.2  -1.187  0.093  15.259    45  0.473249  0.338  0.901  77.2
 1007  17:21:59.58  -33:42:15.7  -1.923  0.049  13.950    69  0.747157  0.253  0.946  128.5
 1009  17:22:01.00  -33:35:28.4  -1.253  0.048  15.248    65  0.544956  0.316  0.927  97.0
 1010  17:22:01.43  -32:53:22.4  -0.965  0.315  14.586    69  0.474790  0.163  0.951  43.5
 1012  17:22:02.19  -31:50:03.9  -1.166  0.028  14.308    69  0.559303  0.259  0.930  104.6
 1013  17:22:04.05  -32:08:34.7  -1.423  0.110  15.461    56  0.602754  0.397  0.923  54.3
 1014  17:22:04.10  -36:28:17.7  -1.318  0.060  16.020    53  0.558255  0.358  0.892  36.5
 1015  17:22:04.17  -34:45:01.9  -1.677  0.020  14.894    66  0.628421  0.309  0.941  107.5
 1016  17:22:04.29  -34:12:41.1  -1.415  0.046  14.876    66  0.592598  0.208  0.936  72.6
 1017  17:22:05.35  -35:08:23.5  -1.530  0.032  15.497    66  0.563638  0.277  0.921  58.3
 1019  17:22:06.13  -33:32:30.2  -1.270  0.063  15.339    69  0.558675  0.383  0.891  61.5
 1021  17:22:06.35  -36:43:48.5  -0.825  0.114  14.725    59  0.512934  0.365  0.923  83.5
 1022  17:22:06.86  -33:30:33.3  -0.382  0.064  15.021   123  0.472051  0.224  0.953  58.6
 1023  17:22:07.70  -35:51:47.5  -1.732  0.030  14.446    69  0.604012  0.320  0.944  99.8
 1024  17:22:08.17  -34:28:49.7  -1.260  0.014  14.685    66  0.593668  0.248  0.939  96.3
 1026  17:22:08.69  -32:08:07.3  -1.548  0.048  14.683    67  0.495162  0.225  0.948  82.0
 1027  17:22:08.91  -33:45:44.2  -1.331  0.026  15.253    64  0.506442  0.343  0.922  92.1
 1028  17:22:09.19  -34:39:04.3  -0.188  0.054  15.319    66  0.330334  0.272  0.939  53.2
 1031  17:22:11.62  -33:20:20.6  -1.102  0.088  15.409   117  0.455387  0.303  0.955  75.6
 1033  17:22:12.63  -31:56:59.7  -2.079  0.044  13.867    69  0.838562  0.213  0.936  128.6
 1034  17:22:13.27  -32:58:28.2  -1.377  0.036  15.243    69  0.505806  0.331  0.935  89.8
 1035  17:22:13.46  -34:08:13.0  -1.290  0.035  15.442   133  0.565856  0.327  0.949  78.9
 1036  17:22:13.68  -34:22:28.0  -0.312  0.030  13.925    65  0.427274  0.279  0.941  99.7
 1037  17:22:13.81  -31:25:53.5  -1.299  0.033  14.573   131  0.602024  0.248  0.956  110.2
 1039  17:22:17.05  -30:52:15.1  -1.560  0.041  14.738    69  0.674377  0.204  0.920  72.8
 1042  17:22:18.39  -34:52:59.0  -0.996  0.086  16.001    62  0.459961  0.357  0.930  49.1
 1043  17:22:18.62  -34:30:05.7  -1.293  0.031  14.771    60  0.473820  0.352  0.920  84.1
 1045  17:22:20.52  -31:52:53.9  -0.546  0.074  15.218    69  0.420449  0.257  0.931  63.6
 1046  17:22:20.67  -31:36:20.0  -1.391  0.019  14.969    69  0.497134  0.361  0.956  96.7
 1047  17:22:20.87  -31:43:30.2  -1.308  0.028  13.817    69  0.548247  0.274  0.948  80.5
 1048  17:22:20.94  -37:12:24.5  -1.212  0.078  15.542   135  0.540524  0.285  0.958  54.3
 1050  17:22:21.69  -36:30:40.0  -1.307  0.028  13.394    67  0.592688  0.202  0.951  96.0
 1051  17:22:21.84  -31:02:29.0  -1.340  0.025  15.192    70  0.508838  0.332  0.945  87.5
 1052  17:22:21.85  -35:55:19.7  -1.303  0.027  14.767   129  0.579756  0.296  0.941  132.8
 1054  17:22:23.53  -31:35:12.7  -1.389  0.025  14.797    69  0.612433  0.260  0.956  74.0
 1056  17:22:24.07  -33:04:49.3  -1.276  0.031  15.817    60  0.449031  0.556  0.927  74.4
 1061  17:22:27.98  -32:29:47.8  -1.440  0.020  15.268    64  0.497137  0.299  0.943  75.5
 1063  17:22:28.41  -32:29:49.0  -1.353  0.023  14.675    69  0.514174  0.323  0.923  103.5
 1065  17:22:29.11  -33:23:52.0  -1.805  0.053  14.850   136  0.578437  0.335  0.946  125.6
 1066  17:22:29.19  -34:52:07.6  -1.270  0.035  15.805    66  0.482597  0.299  0.914  45.6
 1067  17:22:29.26  -31:18:31.5  -0.676  0.060  14.739   135  0.409508  0.302  0.942  107.3
 1068  17:22:29.72  -31:09:17.9  -1.361  0.029  14.918    70  0.503243  0.271  0.948  81.8
 1069  17:22:30.00  -31:46:45.1  -1.266  0.034  14.973    69  0.575520  0.366  0.949  75.7
 1070  17:22:30.46  -31:49:47.8  -1.078  0.079  14.699    69  0.563890  0.194  0.937  67.8
 1074  17:22:32.98  -33:17:25.1  -1.059  0.060  14.845   135  0.524839  0.311  0.959  117.5
 1075  17:22:33.15  -31:48:21.7  -1.553  0.067  15.084    69  0.511538  0.331  0.948  101.3
 1080  17:22:36.55  -32:33:28.3  -1.326  0.035  15.073    69  0.587916  0.297  0.951  62.4
 1081  17:22:36.94  -37:36:36.9  -1.326  0.033  15.771    68  0.453282  0.298  0.928  43.1
 1082  17:22:37.77  -33:36:30.4  -1.484  0.099  15.263    47  0.514596  0.320  0.882  64.3
 1083  17:22:37.91  -31:40:16.8  -0.568  0.212  15.244    68  0.494136  0.207  0.925  46.4
 1084  17:22:38.23  -33:11:01.5  -1.390  0.040  15.165   118  0.474840  0.377  0.960  121.5
 1089  17:22:41.24  -33:02:37.2  -1.415  0.021  15.025    69  0.588110  0.283  0.926  63.9
 1093  17:22:42.78  -30:33:27.3  -2.316  0.145  15.023    50  0.973745  0.209  0.913  52.7
 1096  17:22:45.55  -34:54:41.7  -1.485  0.052  15.673    66  0.531361  0.333  0.941  48.2
 1100  17:22:46.98  -37:13:35.4  -1.218  0.051  14.498    59  0.591430  0.153  0.918  69.3
 1101  17:22:47.03  -33:14:47.0  -0.791  0.373  14.967   126  0.445950  0.210  0.943  36.7
 1102  17:22:47.10  -32:34:15.9  -1.625  0.072  14.687    69  0.623872  0.264  0.930  80.8
 1103  17:22:47.77  -35:29:30.4  -1.011  0.074  14.769    67  0.469038  0.296  0.911  100.7
 1104  17:22:47.89  -34:21:30.2  -1.411  0.036  15.341    66  0.560786  0.292  0.946  67.5
 1106  17:22:48.14  -30:39:02.6  -2.071  0.055  13.786    69  0.801821  0.179  0.941  103.1
 1107  17:22:48.76  -31:15:07.5  -1.741  0.113  15.045   118  0.734592  0.252  0.898  99.1
 1114  17:22:51.33  -31:40:18.1  -1.810  0.052  14.622    69  0.582744  0.315  0.926  85.0
 1116  17:22:52.46  -31:56:30.8  -1.726  0.052  15.094    69  0.657417  0.356  0.948  62.9
 1117  17:22:52.64  -31:56:37.8  -1.826  0.051  14.094    69  0.706917  0.322  0.946  141.9
 1118  17:22:54.55  -32:00:47.2  -1.221  0.015  14.385    69  0.579086  0.253  0.926  72.5
 1121  17:22:57.12  -34:57:25.7  -1.291  0.032  15.476    66  0.514851  0.274  0.949  59.8
 1122  17:22:57.14  -29:31:23.0  -1.297  0.013  14.572    69  0.567392  0.297  0.918  116.2
 1124  17:22:58.45  -33:51:30.5  -1.187  0.053  15.130    69  0.452855  0.358  0.919  75.1
 1125  17:22:59.35  -33:48:40.7  -1.464  0.031  14.887    66  0.514136  0.280  0.935  78.6
 1131  17:23:04.34  -32:41:51.0  -1.319  0.171  14.424    69  0.517042  0.159  0.919  73.6
 1135  17:23:06.05  -32:41:56.1  -1.284  0.030  15.028    69  0.529470  0.245  0.894  66.5
 1136  17:23:06.32  -37:09:29.2  -1.225  0.035  15.423    61  0.563258  0.277  0.944  56.0
 1138  17:23:07.06  -32:10:42.3  -1.510  0.025  13.890    69  0.719545  0.198  0.937  108.5
 1139  17:23:07.59  -31:52:33.9  -1.285  0.018  14.974    69  0.563807  0.308  0.923  105.3
 1140  17:23:07.69  -33:58:27.5  -1.294  0.082  14.705    69  0.447893  0.300  0.926  92.9
 1141  17:23:07.92  -33:10:30.4  -2.199  0.028  14.912   136  0.794180  0.279  0.966  72.8
 1142  17:23:08.07  -32:28:34.2  -0.558  0.076  15.025    87  0.358858  0.411  0.953  75.0
 1144  17:23:09.03  -37:15:47.4  -1.605  0.045  15.416    66  0.599457  0.216  0.938  36.5
 1145  17:23:09.16  -34:40:47.6  -1.473  0.044  14.710    51  0.639284  0.350  0.916  75.6
 1147  17:23:10.18  -31:49:00.7  -1.248  0.021  14.739    60  0.638451  0.168  0.938  77.4
 1148  17:23:10.23  -29:31:30.2  -1.432  0.049  14.548    69  0.461679  0.311  0.944  99.4
 1149  17:23:10.52  -34:30:38.3  -1.286  0.061  15.540    66  0.457773  0.376  0.956  62.3
 1150  17:23:10.93  -36:45:59.1  -1.430  0.027  15.636    67  0.559819  0.334  0.943  53.3
 1151  17:23:11.58  -36:38:32.0  -1.525  0.086  15.770    45  0.559944  0.290  0.934  36.1
 1153  17:23:12.57  -31:13:33.2  -0.834  0.080  14.880    70  0.433897  0.429  0.942  97.6
 1154  17:23:12.61  -31:35:38.7  -1.243  0.021  14.585    69  0.564556  0.263  0.941  104.3
 1155  17:23:13.38  -32:30:22.1  -0.719  0.118  14.526    69  0.492966  0.241  0.913  74.6
 1156  17:23:13.88  -31:21:47.9  -1.251  0.056  15.204    68  0.470548  0.314  0.950  56.7
 1157  17:23:14.00  -31:35:09.5  -1.136  0.046  14.188    66  0.609923  0.195  0.953  79.6
 1159  17:23:15.44  -34:30:26.6  -1.179  0.108  15.716    53  0.492507  0.233  0.916  39.1
 1161  17:23:16.73  -31:19:05.8  -1.199  0.028  14.858    69  0.597295  0.223  0.937  75.6
 1164  17:23:17.69  -36:12:14.9  -1.380  0.028  15.310    52  0.522129  0.314  0.932  58.8
 1165  17:23:18.20  -31:47:48.6  -1.592  0.042  14.709    69  0.513394  0.319  0.930  92.6
 1166  17:23:18.68  -34:52:13.1  -2.409  0.074  15.374    65  0.976920  0.243  0.934  73.6
 1170  17:23:19.32  -33:04:52.7  -1.267  0.034  14.531   136  0.642688  0.243  0.963  96.5
 1171  17:23:19.38  -31:57:03.7  -0.941  0.040  14.704    69  0.455335  0.284  0.928  108.4
 1173  17:23:19.71  -32:54:30.5  -1.160  0.119  15.640    57  0.450793  0.361  0.930  63.0
 1175  17:23:20.23  -29:43:00.4  -1.218  0.048  14.680    69  0.603675  0.209  0.933  86.0
 1176  17:23:20.60  -34:36:21.3  -0.961  0.115  15.683    64  0.452654  0.304  0.931  50.6
 1177  17:23:21.08  -37:24:06.4  -1.497  0.041  15.540    70  0.573729  0.324  0.930  57.3
 1180  17:23:21.93  -34:31:58.8  -1.769  0.062  14.834    62  0.581690  0.232  0.896  69.4
 1181  17:23:22.30  -35:50:48.9  -1.487  0.045  15.604    68  0.622066  0.370  0.907  64.6
 1182  17:23:22.32  -33:27:02.5  -1.283  0.019  14.897    67  0.523055  0.360  0.931  70.2
 1184  17:23:23.79  -34:21:58.0  -1.325  0.052  16.183    60  0.457690  0.397  0.938  54.7
 1190  17:23:27.71  -37:32:55.3  -1.265  0.067  15.275    71  0.538517  0.274  0.945  57.2
 1191  17:23:27.73  -34:37:51.2  -1.249  0.052  15.663    52  0.576963  0.272  0.904  54.2
 1193  17:23:27.82  -31:21:29.8  -1.374  0.027  14.953    67  0.601853  0.217  0.934  52.8
 1194  17:23:27.89  -30:35:11.8  -0.998  0.134  14.755    66  0.518770  0.198  0.919  47.2
 1199  17:23:29.86  -33:22:28.5  -1.303  0.047  14.432    69  0.589728  0.130  0.940  64.5
 1202  17:23:30.62  -36:32:48.7  -0.876  0.316  15.290    66  0.483198  0.165  0.941  39.9
 1203  17:23:30.70  -31:22:08.1  -1.363  0.051  15.181    68  0.499060  0.262  0.930  66.7
 1204  17:23:32.29  -33:20:07.6  -0.600  0.061  15.031    69  0.446713  0.315  0.917  95.0
 1205  17:23:32.32  -32:41:25.1  -1.383  0.044  14.856    68  0.491954  0.288  0.933  82.8
 1209  17:23:33.05  -33:18:29.6  -1.504  0.053  15.024    69  0.582936  0.344  0.961  64.8
 1210  17:23:33.16  -33:25:06.2  -1.552  0.030  15.146    69  0.593058  0.226  0.931  58.6
 1214  17:23:34.50  -37:06:54.9  -1.538  0.044  15.440    70  0.563579  0.280  0.935  54.5
 1216  17:23:35.50  -33:45:09.4  -1.240  0.062  15.358    64  0.473181  0.317  0.930  83.3
 1218  17:23:36.03  -32:37:35.7  -0.983  0.108  14.728    68  0.437476  0.276  0.934  62.7
 1219  17:23:36.56  -32:47:56.8  -0.905  0.421  14.552    67  0.454738  0.241  0.942  62.7
 1222  17:23:36.86  -32:52:52.6  -1.331  0.030  14.060   136  0.467256  0.328  0.969  187.4
 1227  17:23:38.38  -35:36:35.5  -1.376  0.026  15.760    64  0.506035  0.233  0.932  40.2
 1229  17:23:39.08  -33:00:23.5  -1.218  0.044  14.963   136  0.539125  0.303  0.961  50.9
 1232  17:23:39.78  -32:33:58.7  -1.172  0.048  14.952    68  0.469770  0.325  0.941  87.2
 1233  17:23:40.61  -33:02:14.5  -1.601  0.045  14.521   134  0.616170  0.323  0.953  94.0
 1235  17:23:42.27  -36:30:28.8  -1.455  0.029  15.670    65  0.606083  0.311  0.953  48.6
 1238  17:23:43.10  -32:37:09.1  -1.366  0.026  14.992    69  0.475128  0.326  0.936  82.4
 1239  17:23:43.23  -33:21:07.4  -1.267  0.063  14.805    52  0.556903  0.261  0.897  74.1
 1240  17:23:44.44  -32:11:30.1  -1.248  0.034  14.666    69  0.621951  0.231  0.950  67.5
 1241  17:23:44.92  -31:20:29.1  -1.411  0.027  14.353    69  0.634340  0.238  0.924  100.2
 1243  17:23:45.42  -33:37:28.5  -0.699  0.055  15.011    69  0.368860  0.364  0.925  93.9
